start_up,headline,current_position,skills
infinia,"Gerente ejecutivo de ventas en Infinia Solutions & Services | Ventas, IT",Sales Consultant,"[{'name': 'Gestión de prestación de servicios', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Entrega de proyectos', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Resolución de problemas', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Presentaciones de ventas', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Trabajo en equipo', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Presentaciones', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Investigación', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Pre-sales', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Business Intelligence', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Solution Selling', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Sales Management', 'endorsements': 4, 'passed_assessment': None}, {'name': 'New Business Development', 'endorsements': 4, 'passed_assessment': None}, {'name': 'VMware', 'endorsements': 6, 'passed_assessment': None}, {'name': 'Oracle', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Enterprise Software', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Outsourcing', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Service Delivery', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Gerencia de ventas', 'endorsements': 22, 'passed_assessment': None}, {'name': 'HP', 'endorsements': 18, 'passed_assessment': None}, {'name': 'Gestión de proyectos', 'endorsements': 17, 'passed_assessment': None}, {'name': 'Estrategia empresarial', 'endorsements': 10, 'passed_assessment': None}, {'name': 'Inteligencia empresarial', 'endorsements': 13, 'passed_assessment': None}, {'name': 'Venta de soluciones', 'endorsements': 10, 'passed_assessment': None}, {'name': 'Ventas', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Preventas', 'endorsements': 11, 'passed_assessment': None}, {'name': 'Administración y dirección de empresas', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Subcontratación', 'endorsements': 4, 'passed_assessment': None}, {'name': 'SAP', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Programas informáticos empresariales', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Software empresarial', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Liderazgo de equipos', 'endorsements': 22, 'passed_assessment': None}, {'name': 'Negociación', 'endorsements': 9, 'passed_assessment': None}, {'name': 'Planificación estratégica', 'endorsements': 6, 'passed_assessment': None}, {'name': 'Negotiation', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Strategic Planning', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Team Leadership', 'endorsements': 2, 'passed_assessment': None}]"
infinia,Auxiliar administrativo en Infinia,,
infinia,--,,
infinia,Experiencia en Telecomunicaciones ( TOTALPLAY/ TELMEX),,
infinia,Especialista en Veeam y HPE,,
infinia,Directeur général chez Infinia,,
infinia,Networking Senior,,
infinia,INFINIA,,
infinia,Responsable de recepción en Infinia,,
infinia,Comercial en Infinia Solutions & Services,,
infinia,Asesor en INFINIA TECNOLOGIA Y SERVICIOS SA DE CV,,
infinia,Infinia Tecnología y servicios,,
clear,Vice President Sales – Clear,,
clear,Non Commissioned Officer ที่ Clear,,
clear,Fountain Jerk – Clear,,
clear,Clear — Marketing Manager,,
clear,Personal de limpieza en Clear,,
clear,dibujante en Clear,,
clear,Cleaning at Clear,,
clear,Niente presso Clear,,
clear,Manager at Clear,,
clear,Housekeeper at Clear,,
clear,ND at Clear,,
clear,hootel at Clear,,
clear,conductor en clear,,
clear,Trader na Clear,,
clear,Personal Assistant at Clear corporation,,
clear,Ambassador at Clear,,
clear,3d animator at Clear,,
clear,Salesperson at CLEAR,,
clear,Motorista na Clear,,
clear,Auxiliar de produção na Clear,,
clear,"Chair of CLEAR, the Consortium on Labelling for the Environment, Animal welfare and Regenerative farming",,
clear,Counsellor at Clear,,
clear,técnico avac na Clear,,
clear,Interpreter,,
clear,,,
clear,Specialista area presso Clear,,
clear,securities administrator at Clear,,
clear,--,,
clear,Training Manager at CLEAR,,
clear,Ingénieur logiciels chez Clear,,
clear,Head Of 3D VFX at Clear,,
clear,Austin Sales Team Leaed at Clear,,
clear,Executive Director na Clear,,
clear,Chofer en Clear,,
clear,clear at Clear,,
clear,limpieza en Clear,,
clear,personal assintant at Clear,,
clear,Flame operator at clear,,
clear,New Business Manager at Clear,,
clear,"Owner, Clear Pacific International, LLC",,
clear,accnt mgr at Clear,,
clear,Dentist at Clear,,
clear,Project Manager at Clear,,
clear,Dr at Clear,,
clear,national retail account excutive at Clear,,
clear,sales at clear,,
clear,Finance Manager at Clear,,
clear,ceo at Clear,,
clear,Penetration Tester at clear,,
clear,land scaper at Clear,,
conduit,MD - Ireland at Conduit,,
conduit,senior software engineer at Conduit,,
conduit,recherche emploi at conduit,,
conduit,Sales Administrator at Conduit,,
conduit,jefe de calidad en Conduit,,
conduit,TechnicalWriter at Conduit,,
conduit,Transaction Processor at Conduent,,
conduit,team leader at Conduit,,
conduit,Operator at Conduit,,
conduit,Contractor at Conduit,,
conduit,Chat Customer Service at Conduit,,
conduit,Customer Service Representative at Conduit,,
conduit,Associate at Conduit,,
conduit,Customer Service Representative at conduit,,
conduit,Obrero en Conduit,,
conduit,supervisor de mantenimiento en Conduit,,
conduit,Operations Manager at Conduit,,
conduit,Personal Assistant to Chief Executive Officer,,
conduit,wemo operator at SAS International,,
conduit,Director Operaciones en Conduit,,
conduit,Ingeniero industrial,,
conduit,Chief Financial Officer at Conduit,,
conduit,Customer Service Representative at Conduit,,
conduit,CEO at 4T.ventures LTD,,
conduit,Python Developer,,
conduit,Cordinador de ventas A-53 en Conduit,,
conduit,Group IT Director at Conduit,,
conduit,director operations at Conduit,,
conduit,Sales Representative at Conduit,,
conduit,Process Improvement Director at Conduit,,
conduit,Customer Service Lead at Conduit,,
conduit,Customer Service Rep at Conduit,,
conduit,Telecomms Engineer at Conduit,,
conduit,Senior Software Engineer at Codeworks,,
conduit,Engineer at Conduit,,
conduit,PA at Conduit,,
conduit,Team Leader at Conduit Europe,,
conduit,Consultant principal chez Conduit,,
conduit,Director at Conduit Finance Ltd.,,
conduit,Frontend Developer,,
conduit,EU Head of Facilities at Conduit,,
conduit,Compliance Analyst at Conduit,,
conduit,Call Center Agent bei conduit,,
conduit,Teamleader at Conduit Europe,,
conduit,con chez Conduit,,
conduit,En poste (secteur : Internet),,
conduit,Sales Manager at Conduit International Limited,,
conduit,Callcenter-Mitarbeiter bei Conduit,,
conduit,Java Developer,,
conduit,Sistemas en Conduit,,
fancy,Creative Director | Ad Agency Co-Founder | Marketing Strategy| Brand Transformation | Writer | Speaker | Boundary Breaker,Co-Founder / Chief Creative Officer,"[{'name': 'Creative Leadership', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Project Oversight', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Marketing Strategy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Brand Transformation', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Client Relations', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Communication', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Budget Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Team Building', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Content Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Market Research', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Cross-team Collaboration', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Business Development', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Business-to-Consumer (B2C)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Business-to-Business (B2B)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Retail', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Beauty Industry', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Presentations', 'endorsements': 0, 'passed_assessment': None}, {'name': 'CPG Industry', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Entrepreneurship', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Branding', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Creative Direction', 'endorsements': 23, 'passed_assessment': None}, {'name': 'Creative Development', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Concept Development', 'endorsements': 36, 'passed_assessment': None}, {'name': 'Brand Development', 'endorsements': 21, 'passed_assessment': None}, {'name': 'Integrated Marketing', 'endorsements': 12, 'passed_assessment': None}, {'name': 'Public Speaking', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Creative Strategy', 'endorsements': 29, 'passed_assessment': None}, {'name': 'Strategy', 'endorsements': 9, 'passed_assessment': None}]"
fancy,Managing Partner @ Fancy | Integrated Marketing & Communications Strategist,Managing Partner,"[{'name': 'Business Strategy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Organizational Leadership', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Media Planning', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Integrated Marketing', 'endorsements': 26, 'passed_assessment': None}, {'name': 'Creative Strategy', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Interactive Advertising', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Interactive Marketing', 'endorsements': 17, 'passed_assessment': None}, {'name': 'Advertising', 'endorsements': 13, 'passed_assessment': None}, {'name': 'Marketing Communications', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Online Advertising', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Digital Marketing', 'endorsements': 15, 'passed_assessment': None}, {'name': 'Mobile Marketing', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Direct Marketing', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Relationship Marketing', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Social Media Marketing', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Digital Media', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Customer Insight', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Digital Strategy', 'endorsements': 15, 'passed_assessment': None}, {'name': 'Brand Development', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Creative Direction', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Graphic Design', 'endorsements': 2, 'passed_assessment': None}]"
fancy,--,,
fancy,--,,
fancy,--,,
fancy,"Fancy at Fancy, LLC",,
fancy,"Business Professional at Fancy, LLC",,
fancy,--,,
fancy,--,,
fancy,--,,
fancy,--,,
fancy,--,,
fancy,--,,
fancy,Sales Manager,,
fancy,"teacher and a producer of domestic chemicals at Fancy, LLC",,
fancy,"Safety Officer at Fancy, LLC",,
fancy,"Business Specialist at Fancy, LLC",,
fancy,"Housekeeper at Fancy, LLC",,
fancy,"Self Employed at Fancy, LLC",,
fancy,"Cosinera en Fancy, LLC",,
fancy,"Mobile Engineer at Fancy, LLC",,
fancy,"IT Consultant at Fancy, LLC",,
fancy,--,,
fancy,--,,
fancy,--,,
fancy,--,,
fancy,Fancy Co-Founder | Speaker | Creative Director | Passionate Advocate for Women in Business,,
optimizely,"Director, Reliability Engineering at Optimizely","Director, Reliability Engineering","[{'name': 'Kubernetes', 'endorsements': 0, 'passed_assessment': None}, {'name': 'MySQL', 'endorsements': 6, 'passed_assessment': None}, {'name': 'Hadoop', 'endorsements': 6, 'passed_assessment': True}, {'name': 'Linux System Administration', 'endorsements': 8, 'passed_assessment': None}, {'name': 'High Availability Clustering', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Firewalls', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Loadbalancing', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Cloudera Hadoop', 'endorsements': 2, 'passed_assessment': True}, {'name': 'Red Hat Linux', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Ruby', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Puppet', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Linux Systemadministration', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Linux', 'endorsements': 3, 'passed_assessment': True}, {'name': 'Scrum', 'endorsements': 3, 'passed_assessment': None}, {'name': 'HBase', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Multi-Site-Team-Management', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Bash', 'endorsements': 0, 'passed_assessment': True}, {'name': 'High Availability', 'endorsements': 0, 'passed_assessment': None}, {'name': 'E-Mail Authentication (SPF, DKIM, DMARC)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'PowerMTA', 'endorsements': 2, 'passed_assessment': None}, {'name': 'ISO 27001', 'endorsements': 2, 'passed_assessment': None}, {'name': 'ISMS', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Infrastructure as code (IaC)', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Microsoft Azure', 'endorsements': 0, 'passed_assessment': True}, {'name': 'Amazon Web Services (AWS)', 'endorsements': 2, 'passed_assessment': None}]"
optimizely,empathetic deskjockey,Customer Success Manager,"[{'name': 'Germanistik', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Pädagogik', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Wissenserwerb', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Problemlösung', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Kommunikation', 'endorsements': 0, 'passed_assessment': None}, {'name': 'CSAT', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Customer-Experience-Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Beziehungsentwicklung', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Aufbau von Beziehungen', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Customer Advocacy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Stimme des Kunden', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Technischer Support', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Reaktionsfähigkeit', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Kundenbetreuung', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Business-to-Business (B2B)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Teamwork', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Start-ups', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Customer Relations', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Englisch', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Client-Onboarding', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Kundenzufriedenheit', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Onboarding', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Kundenbindung', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Account-Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Anfragenverwaltung', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Kunden-Support', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Kundenerfolg', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Customer-Relationship-Management (CRM)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Chargebee', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Datadog', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Software as a Service (SaaS)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Zendesk Support', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Verwaltung', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Kreative Problemlösung', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Deutsch', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Norwegisch', 'endorsements': 0, 'passed_assessment': None}]"
